ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label,churn rate,active customers,churned customers,Revenue lost,Toal revenue lost,Tenure in groups,
2648,Male,39,No,No,Yes,No,0,Q3,Yes,7,72,Offer A,Yes,6.05,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.05,4,No,,,,6411.6,0,49+ Months,
2649,Female,59,No,No,Yes,Yes,2,Q3,Yes,3,16,Offer D,Yes,45.54,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.4,4,No,,,,326.4,0,13-24 Months,
2650,Male,61,No,No,Yes,No,0,Q3,Yes,6,43,No Offer,Yes,15.2,No,Yes,Fiber Optic,21,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,84.25,3,No,,,,3622.75,0,25-48 Months,
2651,Male,48,No,No,Yes,No,0,Q3,Yes,3,14,Offer D,Yes,5.17,No,Yes,Cable,25,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.95,3,No,,,,1147.3,0,13-24 Months,
2652,Female,61,No,No,No,No,0,Q3,No,0,32,Offer C,Yes,35.97,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.55,3,No,,,,657.6,0,25-48 Months,
2653,Female,49,No,No,Yes,No,0,Q3,Yes,5,34,Offer C,Yes,11.52,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.7,4,No,,,,839.8,0,25-48 Months,
2654,Female,19,Yes,No,Yes,Yes,3,Q3,Yes,6,15,Offer D,Yes,4.19,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,3,No,,,,1580.25,0,13-24 Months,
2655,Male,22,Yes,No,Yes,No,0,Q3,Yes,3,61,No Offer,Yes,19.27,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,4,No,,,,1253.55,0,49+ Months,
2656,Female,25,Yes,No,No,No,0,Q3,No,0,1,No Offer,Yes,47.36,No,Yes,Cable,41,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.3,5,No,,,,45.3,0,0-12 Months,
2657,Male,35,No,No,Yes,No,0,Q3,Yes,7,33,Offer C,Yes,48.85,No,Yes,Cable,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,3,No,,,,2466.75,0,25-48 Months,
2658,Male,45,No,No,No,No,0,Q3,No,0,20,Offer D,Yes,3.94,No,Yes,DSL,18,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,4,No,,,,1036,0,13-24 Months,
2659,Male,19,Yes,No,No,No,0,Q3,No,0,3,No Offer,No,0,No,Yes,DSL,59,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,4,No,,,,91.2,0,0-12 Months,
2660,Female,61,No,No,No,No,0,Q3,No,0,13,Offer D,Yes,33.13,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.65,3,No,,,,255.45,0,13-24 Months,
2661,Female,62,No,No,Yes,No,0,Q3,Yes,5,40,No Offer,Yes,48.29,Yes,Yes,DSL,23,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.6,5,No,,,,2264,0,25-48 Months,
2662,Male,24,Yes,No,Yes,No,0,Q3,Yes,5,43,Offer B,Yes,48.1,Yes,Yes,DSL,51,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,71.9,3,No,,,,3091.7,0,25-48 Months,
2663,Female,38,No,No,Yes,No,0,Q3,Yes,9,69,Offer A,Yes,5.27,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,4,No,,,,1362.75,0,49+ Months,
2664,Female,42,No,No,Yes,No,0,Q3,Yes,7,72,Offer A,Yes,18.66,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,4,No,,,,7898.4,0,49+ Months,
2665,Male,33,No,No,Yes,No,0,Q3,Yes,3,59,Offer B,Yes,25.57,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3,3,No,,,,1138.7,0,49+ Months,
2666,Female,32,No,No,Yes,No,0,Q3,No,0,20,Offer D,Yes,28.57,No,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,3,No,,,,1931,0,13-24 Months,
2667,Male,19,Yes,No,Yes,Yes,3,Q3,Yes,1,24,Offer C,Yes,1.14,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,3,No,,,,578.4,0,13-24 Months,
2668,Male,19,Yes,No,No,No,0,Q3,No,0,59,Offer B,Yes,48.12,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,5,No,,,,6569.65,0,49+ Months,
2669,Male,42,No,No,Yes,Yes,3,Q3,Yes,2,72,Offer A,Yes,11.66,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,4,No,,,,8082,0,49+ Months,
2670,Male,29,Yes,No,No,Yes,1,Q3,No,0,1,No Offer,Yes,7.57,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,5,No,,,,20.75,0,0-12 Months,
2671,Female,55,No,No,Yes,No,0,Q3,No,0,27,Offer C,Yes,20.02,No,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.9,3,No,,,,2751.3,0,25-48 Months,
2672,Female,51,No,No,No,No,0,Q3,No,0,14,Offer D,Yes,1.69,No,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,5,No,,,,1120.7,0,13-24 Months,
2673,Male,55,No,No,Yes,Yes,3,Q3,Yes,3,71,Offer A,Yes,25.02,Yes,Yes,Fiber Optic,53,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,3,No,,,,7494.05,0,49+ Months,
2674,Male,55,No,No,No,Yes,3,Q3,No,0,13,Offer D,Yes,31.93,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.3,3,No,,,,1017.9,0,13-24 Months,
2675,Male,41,No,No,No,No,0,Q3,No,0,44,Offer B,Yes,1.7,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,68.85,3,No,,,,3029.4,0,25-48 Months,
2676,Female,64,No,No,No,No,0,Q3,No,0,33,Offer C,Yes,42.29,No,Yes,Fiber Optic,13,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.95,3,No,,,,2638.35,0,25-48 Months,
2677,Male,30,No,No,Yes,No,0,Q3,Yes,5,72,Offer A,No,0,No,Yes,Cable,47,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.45,3,No,,,,3992.4,0,49+ Months,
2678,Male,22,Yes,No,Yes,No,0,Q3,Yes,10,64,Offer B,Yes,40.49,No,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,3,No,,,,6556.8,0,49+ Months,
2679,Female,40,No,No,No,No,0,Q3,No,0,1,No Offer,No,0,No,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,4,No,,,,25.25,0,0-12 Months,
2680,Male,32,No,No,No,Yes,2,Q3,No,0,61,Offer B,Yes,15.02,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,4,No,,,,1204.75,0,49+ Months,
2681,Female,23,Yes,No,Yes,No,0,Q3,Yes,6,29,Offer C,Yes,27.72,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20,5,No,,,,580,0,25-48 Months,
2682,Female,45,No,No,Yes,No,0,Q3,Yes,1,57,Offer B,No,0,No,Yes,Cable,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,58.75,3,No,,,,3348.75,0,49+ Months,
2683,Male,46,No,No,Yes,No,0,Q3,Yes,11,72,Offer A,No,0,No,Yes,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,45.25,4,No,,,,3258,0,49+ Months,
2684,Male,38,No,No,Yes,No,0,Q3,Yes,1,66,No Offer,No,0,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,4,No,,,,3735.6,0,49+ Months,
2685,Male,51,No,No,Yes,No,0,Q3,Yes,8,65,Offer B,Yes,41.57,Yes,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5,No,,,,5473,0,49+ Months,
2686,Female,24,Yes,No,No,No,0,Q3,No,0,8,No Offer,Yes,39.92,No,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,4,No,,,,640,0,0-12 Months,
2687,Female,55,No,No,Yes,No,0,Q3,Yes,3,71,No Offer,Yes,32.13,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,3,No,,,,1757.25,0,49+ Months,
2688,Male,32,No,No,Yes,No,0,Q3,Yes,8,1,No Offer,Yes,44.69,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,5,No,,,,20.2,0,0-12 Months,
2689,Female,53,No,No,No,No,0,Q3,No,0,12,Offer D,Yes,16.72,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.35,5,No,,,,232.2,0,0-12 Months,
2690,Male,28,Yes,No,No,No,0,Q3,No,0,24,Offer C,No,0,No,Yes,DSL,46,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,50.6,3,No,,,,1214.4,0,13-24 Months,
2691,Female,26,Yes,No,Yes,No,0,Q3,Yes,2,31,No Offer,Yes,39.34,No,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,81.15,4,No,,,,2515.65,0,25-48 Months,
2692,Male,62,No,No,No,No,0,Q3,No,0,30,No Offer,Yes,31.97,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,3,No,,,,2697,0,25-48 Months,
2693,Female,22,Yes,No,Yes,No,0,Q3,Yes,6,47,Offer B,Yes,29.15,Yes,Yes,DSL,52,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.3,3,No,,,,4009.1,0,25-48 Months,
2694,Male,49,No,No,No,No,0,Q3,No,0,54,Offer B,Yes,17.76,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108,3,No,,,,5832,0,49+ Months,
2695,Male,64,No,No,No,No,0,Q3,No,0,50,Offer B,Yes,40.83,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.5,4,No,,,,4675,0,49+ Months,
2696,Female,62,No,No,No,No,0,Q3,No,0,72,No Offer,Yes,42.36,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,4,No,,,,1458,0,49+ Months,
2697,Female,47,No,No,No,No,0,Q3,No,0,29,No Offer,Yes,4.53,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.15,4,No,,,,729.35,0,25-48 Months,
2698,Female,41,No,No,No,No,0,Q3,No,0,10,Offer D,No,0,No,Yes,Cable,29,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,29.6,3,No,,,,296,0,0-12 Months,
2699,Male,42,No,No,Yes,No,0,Q3,Yes,5,18,Offer D,Yes,16.78,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.15,4,No,,,,1316.7,0,13-24 Months,
2700,Male,40,No,No,No,No,0,Q3,No,0,16,Offer D,Yes,40.17,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,5,No,,,,316,0,13-24 Months,
2701,Female,37,No,No,No,No,0,Q3,No,0,72,No Offer,Yes,8.29,Yes,Yes,Cable,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.6,3,No,,,,6235.2,0,49+ Months,
2702,Male,49,No,No,No,No,0,Q3,No,0,72,No Offer,Yes,35.11,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.2,3,No,,,,7862.4,0,49+ Months,
2703,Female,38,No,No,Yes,No,0,Q3,Yes,10,41,Offer B,Yes,25.16,No,Yes,DSL,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.7,4,No,,,,3062.7,0,25-48 Months,
2704,Male,35,No,No,No,No,0,Q3,No,0,41,Offer B,Yes,37.55,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65,4,No,,,,2665,0,25-48 Months,
2705,Male,28,Yes,No,No,No,0,Q3,No,0,42,Offer B,Yes,6.42,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99,3,No,,,,4158,0,25-48 Months,
2706,Female,27,Yes,No,Yes,No,0,Q3,Yes,2,51,Offer B,Yes,21.07,No,Yes,Fiber Optic,46,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.5,3,No,,,,4768.5,0,49+ Months,
2707,Male,56,No,No,No,No,0,Q3,No,0,32,No Offer,Yes,37.48,Yes,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,83.7,5,No,,,,2678.4,0,25-48 Months,
2708,Male,29,Yes,No,No,No,0,Q3,No,0,10,Offer D,Yes,1.98,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,4,No,,,,198.5,0,0-12 Months,
2709,Female,19,Yes,No,Yes,No,0,Q3,Yes,1,67,No Offer,No,0,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,59.55,4,No,,,,3989.85,0,49+ Months,
2710,Female,42,No,No,Yes,Yes,1,Q3,Yes,3,61,Offer B,Yes,20.01,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.1,3,No,,,,7021.1,0,49+ Months,
2711,Male,46,No,No,No,No,0,Q3,No,0,50,Offer B,Yes,19.8,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,114.35,3,No,,,,5717.5,0,49+ Months,
2712,Female,35,No,No,No,No,0,Q3,No,0,31,No Offer,No,0,No,Yes,DSL,10,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,3,No,,,,1545.35,0,25-48 Months,
2713,Female,57,No,No,Yes,No,0,Q3,Yes,1,45,Offer B,Yes,33.54,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,3,No,,,,5098.5,0,25-48 Months,
2714,Female,62,No,No,Yes,No,0,Q3,Yes,1,61,Offer B,Yes,47.19,Yes,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,4,No,,,,5374.1,0,49+ Months,
2715,Male,64,No,No,No,No,0,Q3,No,0,50,Offer B,Yes,47.16,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.9,4,No,,,,1245,0,49+ Months,
2716,Female,30,No,No,Yes,No,0,Q3,Yes,1,71,No Offer,Yes,8.21,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.25,5,No,,,,1721.75,0,49+ Months,
2717,Male,50,No,No,Yes,No,0,Q3,Yes,1,57,Offer B,Yes,49.29,No,Yes,Cable,22,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,3,No,,,,3405.75,0,49+ Months,
2718,Male,47,No,No,No,No,0,Q3,No,0,14,Offer D,No,0,No,Yes,DSL,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55,3,No,,,,770,0,13-24 Months,
2719,Female,24,Yes,No,No,No,0,Q3,No,0,5,No Offer,Yes,43.02,No,Yes,DSL,42,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,3,No,,,,252.75,0,0-12 Months,
2720,Female,29,Yes,No,No,No,0,Q3,No,0,6,Offer E,Yes,6.98,No,Yes,Cable,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,4,No,,,,330.9,0,0-12 Months,
2721,Female,44,No,No,No,No,0,Q3,No,0,10,Offer D,Yes,45.56,No,Yes,DSL,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.2,4,No,,,,512,0,0-12 Months,
2722,Female,21,Yes,No,No,Yes,1,Q3,No,0,1,Offer E,Yes,32.73,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,25.4,3,No,,,,25.4,0,0-12 Months,
2723,Female,24,Yes,No,No,No,0,Q3,No,0,68,No Offer,Yes,5.3,Yes,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,54.45,3,No,,,,3702.6,0,49+ Months,
2724,Female,64,No,No,No,No,0,Q3,No,0,22,Offer D,Yes,19.72,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,76,4,No,,,,1672,0,13-24 Months,
2725,Female,35,No,No,No,No,0,Q3,No,0,20,Offer D,Yes,4.15,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,4,No,,,,887,0,13-24 Months,
2726,Male,24,Yes,No,No,No,0,Q3,No,0,35,No Offer,Yes,38.38,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,61.2,3,No,,,,2142,0,25-48 Months,
2727,Male,51,No,No,Yes,No,0,Q3,Yes,2,23,Offer D,Yes,16.63,No,Yes,Fiber Optic,22,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,86.8,4,No,,,,1996.4,0,13-24 Months,
2728,Female,43,No,No,No,No,0,Q3,No,0,12,No Offer,Yes,18.71,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,3,No,,,,236.4,0,0-12 Months,
2729,Male,44,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,40.46,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,3,No,,,,20.25,0,0-12 Months,
2730,Female,38,No,No,Yes,Yes,1,Q3,Yes,6,71,No Offer,Yes,9.4,No,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,76.05,5,No,,,,5399.55,0,49+ Months,
2731,Male,32,No,No,Yes,Yes,3,Q3,Yes,5,40,Offer B,Yes,13.86,Yes,Yes,DSL,75,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,5,No,,,,2982,0,25-48 Months,
2732,Male,34,No,No,No,No,0,Q3,No,0,23,No Offer,Yes,46.4,No,Yes,Cable,23,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.9,4,No,,,,1492.7,0,13-24 Months,
2733,Male,55,No,No,No,No,0,Q3,No,0,4,No Offer,Yes,31.92,No,Yes,Fiber Optic,4,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,3,No,,,,361.6,0,0-12 Months,
2734,Female,44,No,No,Yes,No,0,Q3,Yes,8,68,No Offer,No,0,No,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.3,4,No,,,,4100.4,0,49+ Months,
2735,Male,44,No,No,No,Yes,2,Q3,No,0,38,No Offer,Yes,1.27,Yes,Yes,Fiber Optic,13,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.85,5,No,,,,3110.3,0,25-48 Months,
2736,Male,42,No,No,Yes,Yes,3,Q3,Yes,1,52,Offer B,Yes,40.33,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,5,No,,,,1289.6,0,49+ Months,
2737,Male,60,No,No,Yes,No,0,Q3,Yes,7,29,No Offer,Yes,32.46,No,Yes,DSL,7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.55,5,No,,,,2190.95,0,25-48 Months,
2738,Male,51,No,No,No,No,0,Q3,No,0,48,Offer B,Yes,2.53,Yes,Yes,Cable,6,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,78.75,3,No,,,,3780,0,25-48 Months,
2739,Female,34,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,9.44,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.25,3,No,,,,19.25,0,0-12 Months,
2740,Female,40,No,No,No,No,0,Q3,No,0,22,No Offer,Yes,6,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,3,No,,,,1959.1,0,13-24 Months,
2741,Female,25,Yes,No,No,No,0,Q3,No,0,43,Offer B,Yes,24.85,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,4,No,,,,4947.15,0,25-48 Months,
2742,Male,23,Yes,No,Yes,No,0,Q3,Yes,6,51,No Offer,Yes,26.73,Yes,Yes,Fiber Optic,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.05,3,No,,,,5612.55,0,49+ Months,
2743,Male,49,No,No,No,No,0,Q3,No,0,71,No Offer,Yes,22.22,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.9,3,No,,,,1412.9,0,49+ Months,
2744,Male,64,No,No,Yes,No,0,Q3,Yes,2,35,No Offer,Yes,23.85,Yes,Yes,Fiber Optic,10,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,91.5,4,No,,,,3202.5,0,25-48 Months,
2745,Female,63,No,No,Yes,No,0,Q3,Yes,3,72,No Offer,No,0,No,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60,4,No,,,,4320,0,49+ Months,
2746,Male,40,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,27.46,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,4,No,,,,44.8,0,0-12 Months,
2747,Female,31,No,No,Yes,No,0,Q3,Yes,9,9,Offer E,Yes,30.07,No,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.6,3,No,,,,437.4,0,0-12 Months,
2748,Male,62,No,No,No,No,0,Q3,No,0,69,No Offer,No,0,No,Yes,Cable,18,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,3,No,,,,4143.45,0,49+ Months,
2749,Female,30,No,No,Yes,No,0,Q3,No,0,52,No Offer,Yes,44.34,Yes,Yes,Fiber Optic,71,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.7,3,No,,,,5340.4,0,49+ Months,
2750,Female,37,No,No,Yes,Yes,1,Q3,Yes,5,35,No Offer,Yes,9.04,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,3,No,,,,694.75,0,25-48 Months,
2751,Female,31,No,No,No,No,0,Q3,No,0,8,Offer E,Yes,31.02,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.2,4,No,,,,153.6,0,0-12 Months,
2752,Male,31,No,No,No,No,0,Q3,No,0,46,No Offer,Yes,22.13,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,94.9,4,No,,,,4365.4,0,25-48 Months,
2753,Female,63,No,No,No,No,0,Q3,No,0,68,No Offer,Yes,21.82,Yes,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.15,3,No,,,,5994.2,0,49+ Months,
2754,Female,20,Yes,No,No,No,0,Q3,No,0,36,No Offer,Yes,19.64,No,Yes,Fiber Optic,71,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.8,4,No,,,,3412.8,0,25-48 Months,
2755,Female,59,No,No,Yes,No,0,Q3,Yes,3,71,No Offer,Yes,30.68,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.75,3,No,,,,6088.25,0,49+ Months,
2756,Female,22,Yes,No,Yes,Yes,1,Q3,Yes,6,66,No Offer,Yes,23.2,Yes,Yes,DSL,59,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.45,3,No,,,,4451.7,0,49+ Months,
2757,Male,50,No,No,No,No,0,Q3,No,0,63,No Offer,Yes,35.35,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.5,5,No,,,,1291.5,0,49+ Months,
2758,Female,39,No,No,No,No,0,Q3,No,0,41,No Offer,Yes,6.61,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.25,4,No,,,,830.25,0,25-48 Months,
2759,Female,26,Yes,No,Yes,No,0,Q3,Yes,9,70,No Offer,Yes,23.52,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.45,4,No,,,,1361.5,0,49+ Months,
